objectid,filename,title,creator,description,date,date_is_approximate,subject,display_template,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,object_location,image_small,image_thumb
coursecatalogs056,uicat_2009-2010.pdf,University of Idaho 2009-10 Catalog,University of Idaho,,2009,no,catalogs,pdf,Special Collections and Archives Records,UICAT,,,application/pdf,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/coursecatalogs/uicat_2009-2010.pdf,https://objects.lib.uidaho.edu/coursecatalogs/small/uicat_2009-2010_sm.jpg,https://objects.lib.uidaho.edu/coursecatalogs/thumbs/uicat_2009-2010_th.jpg
coursecatalogs057,uicat_2010-2011.pdf,University of Idaho Catalog 2010-2011,University of Idaho,,2010,no,catalogs,pdf,Special Collections and Archives Records,UICAT,,,application/pdf,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/coursecatalogs/uicat_2010-2011.pdf,https://objects.lib.uidaho.edu/coursecatalogs/small/uicat_2010-2011_sm.jpg,https://objects.lib.uidaho.edu/coursecatalogs/thumbs/uicat_2010-2011_th.jpg
coursecatalogs058,uicat_2014-2015.pdf,University of Idaho Catalog 2014-2015,University of Idaho,,2014-04,no,catalogs,pdf,Special Collections and Archives Records,UICAT,,,application/pdf,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/coursecatalogs/uicat_2014-2015.pdf,https://objects.lib.uidaho.edu/coursecatalogs/small/uicat_2014-2015_sm.jpg,https://objects.lib.uidaho.edu/coursecatalogs/thumbs/uicat_2014-2015_th.jpg
coursecatalogs059,uicat_2015-2016.pdf,University of Idaho General Catalog 2015-2016 Academic Year,University of Idaho,,2015,no,catalogs,pdf,"Office of the Registrar, University of Idaho, https://www.uidaho.edu/registrar/classes/catalogs",UICAT,,PDF,application/pdf,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/coursecatalogs/uicat_2015-2016.pdf,https://objects.lib.uidaho.edu/coursecatalogs/small/uicat_2015-2016_sm.jpg,https://objects.lib.uidaho.edu/coursecatalogs/thumbs/uicat_2015-2016_th.jpg
coursecatalogs060,uicat_2016-2017.pdf,University of Idaho General Catalog 2016-2017,University of Idaho,,2016,no,catalogs,pdf,"Office of the Registrar, University of Idaho, https://www.uidaho.edu/registrar/classes/catalogs",UICAT,,PDF,application/pdf,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/coursecatalogs/uicat_2016-2017.pdf,https://objects.lib.uidaho.edu/coursecatalogs/small/uicat_2016-2017_sm.jpg,https://objects.lib.uidaho.edu/coursecatalogs/thumbs/uicat_2016-2017_th.jpg
coursecatalogs061,uicat_2017-2018.pdf,University of Idaho General Catalog 2017-2018,University of Idaho,,2017,no,catalogs,pdf,"Office of the Registrar, University of Idaho, https://www.uidaho.edu/registrar/classes/catalogs",UICAT,,PDF,application/pdf,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/coursecatalogs/uicat_2017-2018.pdf,https://objects.lib.uidaho.edu/coursecatalogs/small/uicat_2017-2018_sm.jpg,https://objects.lib.uidaho.edu/coursecatalogs/thumbs/uicat_2017-2018_th.jpg
coursecatalogs062,uicat_2018-2019.pdf,University of Idaho 2018-2019 Catalog,University of Idaho,,2018,no,catalogs,pdf,"Office of the Registrar, University of Idaho, https://www.uidaho.edu/registrar/classes/catalogs",UICAT,,PDF,application/pdf,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/coursecatalogs/uicat_2018-2019.pdf,https://objects.lib.uidaho.edu/coursecatalogs/small/uicat_2018-2019_sm.jpg,https://objects.lib.uidaho.edu/coursecatalogs/thumbs/uicat_2018-2019_th.jpg
coursecatalogs063,uicat_2019-2020.pdf,University of Idaho 2019-2020 Catalog,University of Idaho,,2019,no,catalogs,pdf,"Office of the Registrar, University of Idaho, https://www.uidaho.edu/registrar/classes/catalogs",UICAT,,PDF,application/pdf,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/coursecatalogs/uicat_2019-2020.pdf,https://objects.lib.uidaho.edu/coursecatalogs/small/uicat_2019-2020_sm.jpg,https://objects.lib.uidaho.edu/coursecatalogs/thumbs/uicat_2019-2020_th.jpg
coursecatalogs064,uicat_2020-2021.pdf,University of Idaho 2020-2021 Catalog,University of Idaho,,2020,no,catalogs,pdf,"Office of the Registrar, University of Idaho, https://www.uidaho.edu/registrar/classes/catalogs",UICAT,,PDF,application/pdf,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/coursecatalogs/uicat_2020-2021.pdf,https://objects.lib.uidaho.edu/coursecatalogs/small/uicat_2020-2021_sm.jpg,https://objects.lib.uidaho.edu/coursecatalogs/thumbs/uicat_2020-2021_th.jpg
coursecatalogs065,uicat_2021-2022.pdf,University of Idaho 2021-2022 Catalog,University of Idaho,,2021,no,catalogs,pdf,"Office of the Registrar, University of Idaho, https://www.uidaho.edu/registrar/classes/catalogs",UICAT,,PDF,application/pdf,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/coursecatalogs/uicat_2021-2022.pdf,https://objects.lib.uidaho.edu/coursecatalogs/small/uicat_2021-2022_sm.jpg,https://objects.lib.uidaho.edu/coursecatalogs/thumbs/uicat_2021-2022_th.jpg
coursecatalogs066,uicat_2022-2023.pdf,University of Idaho 2022-2023 Catalog,University of Idaho,,2022,no,catalogs,pdf,"Office of the Registrar, University of Idaho, https://www.uidaho.edu/registrar/classes/catalogs",UICAT,,PDF,application/pdf,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/coursecatalogs/uicat_2022-2023.pdf,https://objects.lib.uidaho.edu/coursecatalogs/small/uicat_2022-2023_sm.jpg,https://objects.lib.uidaho.edu/coursecatalogs/thumbs/uicat_2022-2023_th.jpg
coursecatalogs067,uicat_2023-2024.pdf,University of Idaho 2023-2024 Catalog,University of Idaho,,2023,no,catalogs,pdf,"Office of the Registrar, University of Idaho, https://www.uidaho.edu/registrar/classes/catalogs",UICAT,,PDF,application/pdf,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/coursecatalogs/uicat_2023-2024.pdf,https://objects.lib.uidaho.edu/coursecatalogs/small/uicat_2023-2024_sm.jpg,https://objects.lib.uidaho.edu/coursecatalogs/thumbs/uicat_2023-2024_th.jpg
coursecatalogs068,uicat_2024-2025.pdf,University of Idaho 2024-2025 Catalog,University of Idaho,,2024,no,catalogs,pdf,"Office of the Registrar, University of Idaho, https://www.uidaho.edu/registrar/classes/catalogs",UICAT,,PDF,application/pdf,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/coursecatalogs/uicat_2024-2025.pdf,https://objects.lib.uidaho.edu/coursecatalogs/small/uicat_2024-2025_sm.jpg,https://objects.lib.uidaho.edu/coursecatalogs/thumbs/uicat_2024-2025_th.jpg
coursecatalogs069,https://wayback.archive-it.org/30377/20250701174740/https://www.webpages.uidaho.edu/catalog/2011/,University of Idaho General Catalog 2011-2012 Academic Year,University of Idaho,,2011,no,catalogs,record,"Office of the Registrar, University of Idaho, https://www.uidaho.edu/registrar/classes/catalogs",,,,record,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://wayback.archive-it.org/30377/20250701174740/https://www.webpages.uidaho.edu/catalog/2011/,,
coursecatalogs070,https://wayback.archive-it.org/30377/20250701174826/https://www.webpages.uidaho.edu/catalog/2012/,University of Idaho General Catalog 2012-2013 Academic Year,University of Idaho,,2012,no,catalogs,record,"Office of the Registrar, University of Idaho, https://www.uidaho.edu/registrar/classes/catalogs",,,,record,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://wayback.archive-it.org/30377/20250701174826/https://www.webpages.uidaho.edu/catalog/2012/,,
coursecatalogs071,https://wayback.archive-it.org/30377/20250701175017/https://www.webpages.uidaho.edu/catalog/2013/,University of Idaho General Catalog 2013-2014 Academic Year,University of Idaho,,2013,no,catalogs,record,"Office of the Registrar, University of Idaho, https://www.uidaho.edu/registrar/classes/catalogs",,,,record,Text,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec @uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://wayback.archive-it.org/30377/20250701175017/https://www.webpages.uidaho.edu/catalog/2013/,,
